Resistance	Thickness	Time_R	Time_T
33	0.283	15:12:18.571004	15:12:18.571284
33.05	0.283	15:12:18.868924	15:12:18.869186
33.05	0.283	15:12:19.069229	15:12:19.069603
33.04	0.283	15:12:19.368325	15:12:19.368579
32.97	0.283	15:12:19.574118	15:12:19.574681
32.98	0.283	15:12:19.871534	15:12:19.871914
33	0.283	15:12:20.075280	15:12:20.075538
32.97	0.283	15:12:20.277673	15:12:20.277969
32.98	0.283	15:12:20.575138	15:12:20.575409
32.99	0.283	15:12:20.777333	15:12:20.777645
32.93	0.283	15:12:21.075523	15:12:21.075785
32.92	0.283	15:12:21.263391	15:12:21.278240
32.99	0.283	15:12:21.562317	15:12:21.576376
32.98	0.283	15:12:21.764804	15:12:21.779693
32.91	0.283	15:12:22.063898	15:12:22.078548
32.93	0.283	15:12:22.270971	15:12:22.271226
32.94	0.283	15:12:22.566017	15:12:22.580799
32.92	0.283	15:12:22.768630	15:12:22.768887
32.89	0.283	15:12:23.065646	15:12:23.080372
32.95	0.283	15:12:23.269601	15:12:23.269862
32.95	0.283	15:12:23.473245	15:12:23.473567
32.87	0.283	15:12:23.769799	15:12:23.770065
32.88	0.283	15:12:23.974307	15:12:23.974596
32.93	0.283	15:12:24.272512	15:12:24.272842
32.9	0.283	15:12:24.475766	15:12:24.476027
32.87	0.283	15:12:24.775597	15:12:24.775854
32.85	0.283	15:12:24.961923	15:12:24.976523
32.84	0.283	15:12:25.177696	15:12:25.180195
32.91	0.283	15:12:25.476500	15:12:25.476765
32.89	0.283	15:12:25.676009	15:12:25.677416
32.84	0.283	15:12:25.975859	15:12:25.976120
32.85	0.283	15:12:26.169151	15:12:26.178240
24.8	0.283	15:12:26.461848	15:12:26.476641
24.77	0.283	15:12:26.665494	15:12:26.680796
24.81	0.281	15:12:26.966449	15:12:26.979516
24.82	0.281	15:12:27.168181	15:12:27.168465
24.82	0.28	15:12:27.469500	15:12:27.469789
24.75	0.28	15:12:27.672186	15:12:27.672526
24.73	0.28	15:12:27.968795	15:12:27.969049
24.74	0.28	15:12:28.173439	15:12:28.173747
24.72	0.28	15:12:28.471696	15:12:28.472266
24.72	0.28	15:12:28.661462	15:12:28.675439
24.72	0.279	15:12:28.870877	15:12:28.879204
24.67	0.279	15:12:29.161560	15:12:29.176767
24.65	0.279	15:12:29.368163	15:12:29.368446
24.71	0.279	15:12:29.668254	15:12:29.668528
24.7	0.279	15:12:29.871530	15:12:29.871788
24.64	0.279	15:12:30.170083	15:12:30.170376
24.66	0.279	15:12:30.375537	15:12:30.375924
24.68	0.279	15:12:30.660766	15:12:30.675793
24.65	0.279	15:12:30.865576	15:12:30.865962
24.63	0.279	15:12:31.165483	15:12:31.165743
24.67	0.279	15:12:31.371527	15:12:31.371789
24.68	0.279	15:12:31.669434	15:12:31.669703
24.6	0.279	15:12:31.873885	15:12:31.874141
24.6	0.279	15:12:32.061681	15:12:32.076266
24.66	0.279	15:12:32.374755	15:12:32.375019
24.65	0.28	15:12:32.562913	15:12:32.577211
24.61	0.28	15:12:32.862204	15:12:32.876229
24.62	0.28	15:12:33.062987	15:12:33.077842
24.59	0.28	15:12:33.361612	15:12:33.376285
24.57	0.28	15:12:33.564741	15:12:33.579358
24.56	0.28	15:12:33.863512	15:12:33.878317
24.64	0.28	15:12:34.068413	15:12:34.068664
24.63	0.28	15:12:34.364105	15:12:34.378163
24.56	0.28	15:12:34.567546	15:12:34.567851
24.57	0.281	15:12:34.773505	15:12:34.773869
24.59	0.281	15:12:35.068854	15:12:35.069108
24.56	0.281	15:12:35.274920	15:12:35.275196
24.57	0.281	15:12:35.559156	15:12:35.573826
24.58	0.282	15:12:35.763045	15:12:35.777678
24.53	0.282	15:12:36.063123	15:12:36.077880
24.52	0.282	15:12:36.267554	15:12:36.267836
24.52	0.282	15:12:36.567023	15:12:36.567281
24.57	0.282	15:12:36.770865	15:12:36.771125
24.55	0.283	15:12:37.068846	15:12:37.069098
24.52	0.283	15:12:37.258814	15:12:37.273918
24.54	0.283	15:12:37.463751	15:12:37.477695
24.52	0.283	15:12:37.759891	15:12:37.774858
24.65	0.284	15:12:37.964810	15:12:37.965112
24.47	0.284	15:12:38.263509	15:12:38.277131
24.54	0.284	15:12:38.467262	15:12:38.467682
24.54	0.284	15:12:38.762017	15:12:38.777067
24.53	0.284	15:12:38.965354	15:12:38.965627
24.53	0.284	15:12:39.264998	15:12:39.265281
24.54	0.285	15:12:39.469887	15:12:39.470178
24.51	0.285	15:12:39.783769	15:12:39.784315
24.52	0.285	15:12:39.973550	15:12:39.974277
24.53	0.285	15:12:40.269152	15:12:40.269505
24.54	0.285	15:12:40.570174	15:12:40.570542
24.47	0.286	15:12:40.961068	15:12:40.975793
24.49	0.286	15:12:41.164942	15:12:41.165366
24.49	0.286	15:12:41.463160	15:12:41.474662
24.47	0.286	15:12:41.664736	15:12:41.665234
24.45	0.286	15:12:41.960277	15:12:41.974920
24.51	0.286	15:12:42.165579	15:12:42.165835
24.51	0.286	15:12:42.464567	15:12:42.465435
24.43	0.286	15:12:42.668620	15:12:42.669031
24.44	0.286	15:12:42.871395	15:12:42.871659
24.47	0.287	15:12:43.170844	15:12:43.171210
24.45	0.287	15:12:43.471968	15:12:43.472505
24.41	0.287	15:12:43.867384	15:12:43.867674
24.45	0.287	15:12:44.562982	15:12:44.564706
24.46	0.287	15:12:45.191832	15:12:45.192918
24.42	0.288	15:12:45.458623	15:12:45.472586
24.38	0.288	15:12:46.058425	15:12:46.070923
24.38	0.288	15:12:46.359857	15:12:46.362281
24.42	0.288	15:12:46.672539	15:12:46.673141
24.44	0.288	15:12:47.159826	15:12:47.188310
24.43	0.287	15:12:47.568663	15:12:47.569010
24.37	0.287	15:12:47.769835	15:12:47.771159
24.39	0.287	15:12:48.071016	15:12:48.071347
24.39	0.287	15:12:48.257637	15:12:48.272287
24.38	0.287	15:12:48.473516	15:12:48.475399
24.41	0.287	15:12:48.771340	15:12:48.771614
24.42	0.287	15:12:48.959630	15:12:48.974046
24.35	0.287	15:12:49.259009	15:12:49.273446
24.35	0.287	15:12:49.461657	15:12:49.461997
24.41	0.287	15:12:49.760563	15:12:49.775178
24.38	0.287	15:12:49.964203	15:12:49.964570
24.36	0.286	15:12:50.260427	15:12:50.273894
24.38	0.286	15:12:50.464512	15:12:50.464811
24.39	0.285	15:12:50.760531	15:12:50.775052
24.33	0.285	15:12:50.962950	15:12:50.963359
24.32	0.285	15:12:51.260270	15:12:51.275258
24.38	0.285	15:12:51.464575	15:12:51.464885
24.32	0.285	15:12:51.968384	15:12:51.969171
24.34	0.285	15:12:52.263001	15:12:52.263333
24.36	0.285	15:12:52.470454	15:12:52.470865
24.37	0.285	15:12:52.659199	15:12:52.674542
24.36	0.285	15:12:52.959387	15:12:52.973641
24.3	0.285	15:12:53.161211	15:12:53.161567
24.32	0.285	15:12:53.363975	15:12:53.364762
24.32	0.285	15:12:53.662664	15:12:53.662993
24.3	0.285	15:12:53.868435	15:12:53.868736
24.33	0.285	15:12:54.165438	15:12:54.165784
24.34	0.285	15:12:54.367869	15:12:54.368156
24.28	0.284	15:12:54.656086	15:12:54.671965
24.27	0.284	15:12:54.862978	15:12:54.863277
24.28	0.284	15:12:55.163851	15:12:55.164200
24.31	0.284	15:12:55.370000	15:12:55.370348
24.27	0.284	15:12:55.669446	15:12:55.669759
24.28	0.285	15:12:55.859949	15:12:55.861159
24.3	0.285	15:12:56.065539	15:12:56.065829
24.24	0.285	15:12:56.368020	15:12:56.368284
24.23	0.285	15:12:56.558682	15:12:56.573559
24.3	0.284	15:12:56.859418	15:12:56.859722
24.29	0.284	15:12:57.065520	15:12:57.065784
24.24	0.284	15:12:57.367895	15:12:57.368177
24.25	0.284	15:12:57.559678	15:12:57.560016
24.23	0.284	15:12:57.861965	15:12:57.862244
24.2	0.284	15:12:58.068259	15:12:58.068590
24.18	0.284	15:12:58.355659	15:12:58.370420
24.23	0.284	15:12:58.560590	15:12:58.560864
24.22	0.284	15:12:58.858321	15:12:58.873098
24.16	0.284	15:12:59.063342	15:12:59.063622
24.18	0.284	15:12:59.267380	15:12:59.267674
24.2	0.284	15:12:59.564556	15:12:59.564843
24.17	0.284	15:12:59.768675	15:12:59.768990
24.19	0.284	15:13:00.060476	15:13:00.067281
24.2	0.284	15:13:00.256662	15:13:00.269950
24.15	0.284	15:13:00.553478	15:13:00.567612
24.14	0.284	15:13:00.755853	15:13:00.770311
24.2	0.284	15:13:01.054498	15:13:01.059440
24.19	0.284	15:13:01.267552	15:13:01.268163
24.16	0.284	15:13:01.467038	15:13:01.467832
24.17	0.284	15:13:01.764157	15:13:01.764725
24.18	0.284	15:13:02.062655	15:13:02.063050
24.13	0.285	15:13:02.265578	15:13:02.265968
24.12	0.285	15:13:02.463620	15:13:02.468089
24.18	0.285	15:13:02.753082	15:13:02.767987
24.18	0.285	15:13:02.957089	15:13:02.970406
24.12	0.284	15:13:03.254847	15:13:03.269585
24.13	0.284	15:13:03.457982	15:13:03.458431
24.15	0.284	15:13:03.758130	15:13:03.758572
24.12	0.284	15:13:03.960434	15:13:03.960755
24.1	0.284	15:13:04.261802	15:13:04.262127
24.1	0.284	15:13:04.453087	15:13:04.467489
24.11	0.284	15:13:04.665851	15:13:04.670031
24.14	0.284	15:13:04.955557	15:13:04.969594
24.12	0.284	15:13:05.158078	15:13:05.158487
24.12	0.284	15:13:05.456086	15:13:05.470902
24.14	0.284	15:13:05.658406	15:13:05.658730
24.09	0.285	15:13:05.955380	15:13:05.969340
24.07	0.285	15:13:06.158379	15:13:06.158668
24.08	0.285	15:13:06.460833	15:13:06.461120
24.13	0.284	15:13:06.662836	15:13:06.663096
24.11	0.284	15:13:06.962832	15:13:06.963085
24.09	0.284	15:13:07.164902	15:13:07.165163
24.11	0.284	15:13:07.463530	15:13:07.463799
24.08	0.284	15:13:07.666840	15:13:07.667096
24.06	0.285	15:13:07.854626	15:13:07.869387
24.12	0.285	15:13:08.165885	15:13:08.166141
24.12	0.285	15:13:08.354668	15:13:08.369427
24.05	0.285	15:13:08.654962	15:13:08.669109
24.06	0.285	15:13:08.857508	15:13:08.857769
24.1	0.284	15:13:09.157814	15:13:09.158141
24.08	0.284	15:13:09.361600	15:13:09.361854
24.05	0.284	15:13:09.660460	15:13:09.660717
24.1	0.284	15:13:09.864347	15:13:09.864609
24.1	0.284	15:13:10.163417	15:13:10.163682
24.03	0.284	15:13:10.351380	15:13:10.370229
24.03	0.285	15:13:10.557207	15:13:10.557473
24.09	0.284	15:13:10.853759	15:13:10.867682
24.08	0.284	15:13:11.054923	15:13:11.069696
24.05	0.284	15:13:11.351201	15:13:11.365179
24.07	0.284	15:13:11.553582	15:13:11.568201
24.04	0.284	15:13:11.853429	15:13:11.867461
24.06	0.284	15:13:12.080541	15:13:12.080989
24.04	0.284	15:13:12.355912	15:13:12.369972
24.01	0.284	15:13:12.559931	15:13:12.560185
24	0.284	15:13:12.855799	15:13:12.856063
24.07	0.284	15:13:13.058556	15:13:13.059008
24.06	0.284	15:13:13.354770	15:13:13.368824
24.01	0.284	15:13:13.558019	15:13:13.558337
24.03	0.284	15:13:13.857129	15:13:13.857385
24.03	0.284	15:13:14.058575	15:13:14.058854
24.01	0.284	15:13:14.356265	15:13:14.356532
24.04	0.284	15:13:14.561472	15:13:14.561730
24.06	0.284	15:13:14.750053	15:13:14.764733
23.99	0.284	15:13:15.063065	15:13:15.063413
23.98	0.284	15:13:15.264807	15:13:15.265068
23.99	0.284	15:13:15.561989	15:13:15.562248
24.03	0.284	15:13:15.764612	15:13:15.764868
24.01	0.284	15:13:16.060153	15:13:16.060409
24.01	0.285	15:13:16.263545	15:13:16.263835
24.03	0.285	15:13:16.560407	15:13:16.560660
23.98	0.285	15:13:16.763255	15:13:16.763505
23.96	0.285	15:13:17.062449	15:13:17.062712
24.03	0.285	15:13:17.264277	15:13:17.264524
24.03	0.285	15:13:17.452159	15:13:17.466880
23.96	0.285	15:13:17.751004	15:13:17.765601
23.98	0.285	15:13:17.953053	15:13:17.967145
24.01	0.285	15:13:18.249344	15:13:18.264251
23.98	0.285	15:13:18.452521	15:13:18.467233
23.99	0.285	15:13:18.749876	15:13:18.763929
24.01	0.285	15:13:18.953579	15:13:18.967560
24.01	0.285	15:13:19.251920	15:13:19.265987
23.94	0.285	15:13:19.456395	15:13:19.456645
23.95	0.285	15:13:19.756888	15:13:19.757144
24	0.285	15:13:19.960806	15:13:19.961064
23.98	0.286	15:13:20.163766	15:13:20.164020
23.95	0.286	15:13:20.459771	15:13:20.460027
23.97	0.286	15:13:20.662226	15:13:20.662476
23.95	0.286	15:13:20.959913	15:13:20.960199
23.92	0.287	15:13:21.161181	15:13:21.161429
23.92	0.287	15:13:21.455921	15:13:21.456179
23.98	0.287	15:13:21.659100	15:13:21.659406
23.97	0.287	15:13:21.956983	15:13:21.957233
23.92	0.287	15:13:22.161001	15:13:22.161260
23.94	0.287	15:13:22.463681	15:13:22.463939
23.94	0.287	15:13:22.652300	15:13:22.666542
23.92	0.287	15:13:22.856530	15:13:22.856954
23.96	0.287	15:13:23.154715	15:13:23.154972
23.97	0.287	15:13:23.359144	15:13:23.359425
23.9	0.287	15:13:23.655443	15:13:23.655711
23.9	0.287	15:13:23.856759	15:13:23.857009
23.96	0.287	15:13:24.153500	15:13:24.153758
23.95	0.287	15:13:24.356831	15:13:24.357082
23.92	0.287	15:13:24.654623	15:13:24.654877
23.93	0.287	15:13:24.858663	15:13:24.859005
23.94	0.287	15:13:25.155421	15:13:25.155671
23.9	0.287	15:13:25.358355	15:13:25.358608
23.88	0.287	15:13:25.559901	15:13:25.560215
23.95	0.287	15:13:25.857372	15:13:25.857704
23.94	0.287	15:13:26.059292	15:13:26.059581
23.89	0.287	15:13:26.357950	15:13:26.358210
24.37	0.287	15:13:26.561906	15:13:26.562178
24.85	0.288	15:13:26.856188	15:13:26.856438
24.89	0.288	15:13:27.060274	15:13:27.060531
24.74	0.288	15:13:27.357670	15:13:27.357943
24.72	0.288	15:13:27.561388	15:13:27.561640
24.81	0.288	15:13:27.859270	15:13:27.859538
24.75	0.288	15:13:28.061726	15:13:28.061980
24.89	0.288	15:13:28.254840	15:13:28.262512
26.56	0.288	15:13:28.561635	15:13:28.561876
26.75	0.288	15:13:28.755858	15:13:28.765005
26.42	0.288	15:13:29.047329	15:13:29.061362
26.28	0.288	15:13:29.250155	15:13:29.264119
25.79	0.288	15:13:29.562520	15:13:29.562767
25.88	0.288	15:13:29.750170	15:13:29.765027
25.62	0.288	15:13:30.050822	15:13:30.065325
25.74	0.288	15:13:30.254781	15:13:30.255122
26.75	0.288	15:13:30.557137	15:13:30.557407
25.3	0.288	15:13:30.761582	15:13:30.761909
25.65	0.287	15:13:30.959564	15:13:30.963245
25.51	0.287	15:13:31.247149	15:13:31.261340
25.44	0.287	15:13:31.457298	15:13:31.462870
26.84	0.287	15:13:31.762101	15:13:31.762354
26.85	0.287	15:13:31.951193	15:13:31.964498
26.79	0.287	15:13:32.261030	15:13:32.261280
26.79	0.287	15:13:32.454755	15:13:32.463781
26.84	0.287	15:13:32.747967	15:13:32.762870
26.84	0.287	15:13:33.047873	15:13:33.062799
26.79	0.287	15:13:33.358083	15:13:33.365119
26.79	0.287	15:13:33.756811	15:13:33.757093
26.82	0.287	15:13:34.056670	15:13:34.056939
26.82	0.287	15:13:34.445733	15:13:34.461355
26.79	0.287	15:13:34.761656	15:13:34.763252
26.78	0.287	15:13:34.963983	15:13:34.964501
26.78	0.288	15:13:35.255100	15:13:35.255368
26.79	0.288	15:13:35.360200	15:13:35.363534
26.82	0.288	15:13:35.649428	15:13:35.663825
26.79	0.288	15:13:35.949887	15:13:35.963951
26.81	0.288	15:13:36.155903	15:13:36.156241
26.83	0.288	15:13:36.455888	15:13:36.456210
26.76	0.288	15:13:36.648244	15:13:36.662803
26.76	0.288	15:13:36.852101	15:13:36.852734
26.83	0.288	15:13:37.151711	15:13:37.151995
26.81	0.288	15:13:37.356887	15:13:37.357336
26.79	0.288	15:13:37.659027	15:13:37.659642
26.76	0.288	15:13:37.848365	15:13:37.862752
26.75	0.287	15:13:38.161260	15:13:38.161953
26.82	0.287	15:13:38.349005	15:13:38.363732
26.81	0.287	15:13:38.647034	15:13:38.662293
26.75	0.287	15:13:38.849851	15:13:38.894056
26.77	0.287	15:13:39.051969	15:13:39.052380
26.78	0.287	15:13:39.349255	15:13:39.388788
26.8	0.287	15:13:40.062443	15:13:40.064442
26.8	0.286	15:13:40.357056	15:13:40.357850
26.73	0.286	15:13:41.555895	15:13:41.556563
26.79	0.286	15:13:42.359594	15:13:42.360798
26.74	0.286	15:13:42.857924	15:13:42.858608
26.76	0.286	15:13:43.246979	15:13:43.262491
26.74	0.286	15:13:43.461214	15:13:43.464276
26.76	0.286	15:13:43.746505	15:13:43.760508
26.77	0.286	15:13:44.058385	15:13:44.058657
26.77	0.287	15:13:44.247263	15:13:44.262023
26.76	0.287	15:13:44.547821	15:13:44.561862
26.73	0.287	15:13:44.752315	15:13:44.752780
26.74	0.287	15:13:44.956483	15:13:44.956741
26.76	0.287	15:13:45.159079	15:13:45.159340
26.71	0.287	15:13:45.549414	15:13:45.550232
26.72	0.287	15:13:45.954020	15:13:45.954288
26.76	0.287	15:13:46.157765	15:13:46.158017
26.74	0.286	15:13:46.457821	15:13:46.458079
26.69	0.286	15:13:46.645064	15:13:46.659611
26.7	0.286	15:13:47.056167	15:13:47.056435
26.71	0.286	15:13:47.352875	15:13:47.353085
26.73	0.286	15:13:47.652236	15:13:47.652820
26.7	0.286	15:13:47.950357	15:13:47.950792
26.68	0.286	15:13:48.154583	15:13:48.154843
26.68	0.286	15:13:48.344079	15:13:48.391471
26.69	0.286	15:13:48.552718	15:13:48.562843
26.74	0.286	15:13:48.844461	15:13:48.859266
26.71	0.286	15:13:49.144539	15:13:49.159501
26.7	0.285	15:13:49.349600	15:13:49.349862
26.72	0.285	15:13:49.550598	15:13:49.550964
26.68	0.285	15:13:49.847142	15:13:49.862299
26.66	0.285	15:13:50.146240	15:13:50.160454
26.73	0.285	15:13:50.347998	15:13:50.348472
26.73	0.285	15:13:50.549630	15:13:50.549901
26.72	0.285	15:13:50.844773	15:13:50.859440
26.67	0.285	15:13:51.048277	15:13:51.048541
26.69	0.285	15:13:51.346877	15:13:51.361625
26.68	0.285	15:13:51.549112	15:13:51.549366
26.66	0.285	15:13:51.846892	15:13:51.861137
26.71	0.285	15:13:52.055755	15:13:52.056402
26.72	0.285	15:13:52.257060	15:13:52.257353
26.65	0.286	15:13:52.542039	15:13:52.556178
26.65	0.286	15:13:52.743604	15:13:52.758686
26.66	0.286	15:13:53.056509	15:13:53.056774
26.68	0.286	15:13:53.245938	15:13:53.260730
26.7	0.286	15:13:53.542612	15:13:53.556623
26.65	0.286	15:13:53.745206	15:13:53.759460
26.64	0.286	15:13:53.960081	15:13:53.961505
26.71	0.286	15:13:54.245914	15:13:54.260061
26.7	0.286	15:13:54.542880	15:13:54.557078
26.64	0.286	15:13:54.747016	15:13:54.747332
26.66	0.286	15:13:54.950678	15:13:54.950936
26.67	0.286	15:13:55.250574	15:13:55.250832
26.66	0.286	15:13:55.455274	15:13:55.455532
26.65	0.286	15:13:55.752103	15:13:55.752364
26.65	0.286	15:13:55.941931	15:13:55.957706
26.65	0.286	15:13:56.242296	15:13:56.256255
26.68	0.286	15:13:56.442190	15:13:56.456285
26.66	0.286	15:13:56.647739	15:13:56.660218
26.65	0.286	15:13:56.945726	15:13:56.959879
26.67	0.286	15:13:57.147722	15:13:57.148037
26.64	0.286	15:13:57.443700	15:13:57.457681
26.62	0.286	15:13:57.647043	15:13:57.647306
26.68	0.286	15:13:57.946662	15:13:57.946918
26.68	0.286	15:13:58.148096	15:13:58.148365
26.67	0.286	15:13:58.447127	15:13:58.447545
26.62	0.286	15:13:58.653497	15:13:58.653843
26.63	0.286	15:13:58.952175	15:13:58.952438
26.64	0.286	15:13:59.140402	15:13:59.154446
26.63	0.286	15:13:59.347656	15:13:59.359097
26.65	0.286	15:13:59.641587	15:13:59.655759
26.67	0.286	15:13:59.844645	15:13:59.859473
26.6	0.286	15:14:00.143909	15:14:00.158659
26.59	0.286	15:14:00.349399	15:14:00.349741
26.66	0.286	15:14:00.649898	15:14:00.650526
26.65	0.286	15:14:00.852809	15:14:00.853170
26.64	0.286	15:14:01.150471	15:14:01.150752
31.28	0.286	15:14:01.354593	15:14:01.354854
26.11	0.286	15:14:01.653821	15:14:01.654097
24.26	0.286	15:14:01.841211	15:14:01.855664
24.6	0.286	15:14:02.049005	15:14:02.049818
25.76	0.286	15:14:02.344373	15:14:02.358521
22.88	0.286	15:14:02.641053	15:14:02.655424
22.32	0.287	15:14:02.845457	15:14:02.845737
22.72	0.295	15:14:03.048537	15:14:03.048821
22.76	0.295	15:14:03.343347	15:14:03.357429
22.51	0.295	15:14:03.546976	15:14:03.547276
22.29	0.297	15:14:03.842376	15:14:03.857015
22.25	0.298	15:14:04.044682	15:14:04.044975
22.24	0.297	15:14:04.342846	15:14:04.356813
22.15	0.297	15:14:04.545314	15:14:04.545603
22.13	0.294	15:14:04.843420	15:14:04.857594
22.19	0.293	15:14:05.044622	15:14:05.044967
22.18	0.292	15:14:05.341423	15:14:05.355424
22.13	0.291	15:14:05.547405	15:14:05.547652
22.15	0.291	15:14:05.749901	15:14:05.750383
22.13	0.291	15:14:06.047953	15:14:06.048214
22.12	0.291	15:14:06.249660	15:14:06.249928
22.13	0.291	15:14:06.549531	15:14:06.549784
22.13	0.291	15:14:06.753225	15:14:06.753476
22.15	0.297	15:14:07.047142	15:14:07.047402
22.17	0.3	15:14:07.250237	15:14:07.250828
22.12	0.301	15:14:07.546181	15:14:07.546442
22.11	0.301	15:14:07.747931	15:14:07.748190
22.13	0.301	15:14:08.043370	15:14:08.057281
22.16	0.301	15:14:08.245697	15:14:08.246104
22.14	0.301	15:14:08.545155	15:14:08.545524
22.12	0.301	15:14:08.750759	15:14:08.751028
22.14	0.299	15:14:08.954060	15:14:08.954336
22.11	0.297	15:14:09.250824	15:14:09.251076
22.09	0.296	15:14:09.453072	15:14:09.453343
22.16	0.295	15:14:09.749855	15:14:09.750114
22.16	0.295	15:14:09.952074	15:14:09.952329
22.15	0.294	15:14:10.250631	15:14:10.251123
22.09	0.294	15:14:10.453693	15:14:10.453956
22.11	0.294	15:14:10.751225	15:14:10.751478
22.13	0.294	15:14:10.940527	15:14:10.955342
22.14	0.294	15:14:11.238892	15:14:11.253831
22.07	0.294	15:14:11.443582	15:14:11.444122
22.07	0.294	15:14:11.647733	15:14:11.648027
22.13	0.294	15:14:11.943557	15:14:11.943814
22.12	0.294	15:14:12.145458	15:14:12.145832
22.07	0.294	15:14:12.441274	15:14:12.455326
22.1	0.294	15:14:12.643957	15:14:12.644211
22.1	0.294	15:14:12.937589	15:14:12.952487
22.07	0.294	15:14:13.142138	15:14:13.156847
22.06	0.294	15:14:13.444278	15:14:13.445152
22.13	0.294	15:14:13.649178	15:14:13.649435
22.12	0.294	15:14:13.943313	15:14:13.943601
22.06	0.293	15:14:14.149780	15:14:14.151032
22.07	0.293	15:14:14.447362	15:14:14.447655
22.11	0.293	15:14:14.651087	15:14:14.651435
22.08	0.293	15:14:14.842163	15:14:14.854865
22.09	0.293	15:14:15.140303	15:14:15.153726
22.11	0.293	15:14:15.440303	15:14:15.454273
22.05	0.293	15:14:15.643413	15:14:15.643700
22.04	0.293	15:14:15.943607	15:14:15.943859
22.05	0.293	15:14:16.151219	15:14:16.151537
22.1	0.293	15:14:16.342991	15:14:16.353649
22.09	0.293	15:14:16.639325	15:14:16.653829
22.04	0.293	15:14:16.958493	15:14:16.958776
22.1	0.293	15:14:17.337377	15:14:17.375346
22.1	0.293	15:14:17.659317	15:14:17.659608
22.03	0.293	15:14:17.843008	15:14:17.843465
22.04	0.293	15:14:18.048449	15:14:18.048723
22.06	0.293	15:14:18.345201	15:14:18.345815
22.06	0.293	15:14:18.547204	15:14:18.547476
22.17	0.293	15:14:18.844984	15:14:18.845280
22.19	0.293	15:14:19.048288	15:14:19.048541
22.2	0.293	15:14:19.245195	15:14:19.251744
22.18	0.293	15:14:19.537641	15:14:19.551829
25.47	0.292	15:14:19.741543	15:14:19.741888
24.54	0.292	15:14:20.040075	15:14:20.053960
26.12	0.292	15:14:20.241387	15:14:20.241711
25.97	0.292	15:14:20.537140	15:14:20.551298
24.99	0.292	15:14:20.739596	15:14:20.753585
24.52	0.292	15:14:21.037012	15:14:21.051061
24.48	0.292	15:14:21.239262	15:14:21.253788
24.33	0.292	15:14:21.535597	15:14:21.549622
24.34	0.292	15:14:21.739483	15:14:21.753589
24.41	0.292	15:14:22.035983	15:14:22.050777
24.38	0.292	15:14:22.237954	15:14:22.251898
24.31	0.292	15:14:22.443109	15:14:22.453784
24.33	0.292	15:14:22.736589	15:14:22.750747
24.36	0.292	15:14:22.940384	15:14:22.940656
24.36	0.292	15:14:23.236762	15:14:23.251575
24.35	0.292	15:14:23.439854	15:14:23.454747
24.3	0.291	15:14:23.734663	15:14:23.748630
24.32	0.291	15:14:23.936534	15:14:23.951328
24.36	0.291	15:14:24.235401	15:14:24.250399
24.35	0.291	15:14:24.440840	15:14:24.441151
24.35	0.291	15:14:24.739097	15:14:24.753232
24.35	0.291	15:14:24.941920	15:14:24.942167
24.36	0.291	15:14:25.146534	15:14:25.147179
24.32	0.291	15:14:25.443292	15:14:25.443539
24.31	0.291	15:14:25.647604	15:14:25.647921
24.38	0.291	15:14:25.942717	15:14:25.942968
24.38	0.292	15:14:26.144229	15:14:26.144483
24.32	0.292	15:14:26.442006	15:14:26.442262
24.34	0.292	15:14:26.644395	15:14:26.644645
24.37	0.292	15:14:26.943587	15:14:26.943833
24.35	0.292	15:14:27.147979	15:14:27.148236
24.33	0.292	15:14:27.449177	15:14:27.449420
24.39	0.292	15:14:27.636162	15:14:27.650913
24.39	0.292	15:14:27.843936	15:14:27.854250
24.32	0.292	15:14:28.136638	15:14:28.151427
24.33	0.291	15:14:28.436186	15:14:28.451141
24.38	0.291	15:14:28.639336	15:14:28.639587
24.37	0.291	15:14:28.840340	15:14:28.840784
24.36	0.291	15:14:29.134951	15:14:29.150042
24.37	0.291	15:14:29.337625	15:14:29.352311
24.34	0.291	15:14:29.633453	15:14:29.647509
24.32	0.291	15:14:29.834853	15:14:29.849722
24.33	0.291	15:14:30.148754	15:14:30.149012
24.35	0.292	15:14:30.336826	15:14:30.350881
24.36	0.292	15:14:30.548920	15:14:30.553123
24.34	0.292	15:14:30.835120	15:14:30.849278
24.32	0.292	15:14:31.046843	15:14:31.053329
24.39	0.293	15:14:31.336641	15:14:31.351082
24.39	0.293	15:14:31.537167	15:14:31.551135
24.33	0.293	15:14:31.833482	15:14:31.847847
24.33	0.292	15:14:32.036094	15:14:32.050943
24.34	0.292	15:14:32.347774	15:14:32.348049
24.37	0.292	15:14:32.535116	15:14:32.549655
24.39	0.292	15:14:32.847887	15:14:32.848138
24.33	0.292	15:14:33.035473	15:14:33.049556
24.33	0.292	15:14:33.238380	15:14:33.238644
24.4	0.292	15:14:33.535203	15:14:33.549321
24.38	0.292	15:14:33.737853	15:14:33.751733
24.33	0.292	15:14:34.034549	15:14:34.049381
24.36	0.292	15:14:34.237200	15:14:34.251994
24.37	0.292	15:14:34.534042	15:14:34.548129
24.34	0.292	15:14:34.735949	15:14:34.750744
24.38	0.292	15:14:35.033192	15:14:35.047259
24.39	0.292	15:14:35.235277	15:14:35.249568
24.39	0.292	15:14:35.534739	15:14:35.549270
24.32	0.292	15:14:35.739593	15:14:35.740155
24.33	0.292	15:14:35.944848	15:14:35.945273
24.37	0.292	15:14:36.237579	15:14:36.237895
24.35	0.292	15:14:36.437395	15:14:36.450560
